"Curso","Asignatura","Codigo","Fisico","Online","Creditos","Tipo","Departamento","Vigencia","Cod Plan","Titulacion","Cod Centro","Centro","Annyo","Fecha"
"1","Sensores Químicos y Biosensores","52050030","","","","OPTATIVA","","","M205","M.U.en Electroquímica.Ciencia y Tecnología UAB-UAM-UA-UB-UBU-UCO-UM-US-UPCT","302","Escuela Internacional de Posgrado","",""
"1","Régimen Jurídico de la Contratación en los Mercados Financieros","51290027","SI","SI","","OBLIGATORIA","","","M129","Doble M.U.en Abogacía y Asesoría Jurídico-Mercantil, Fiscal y Laboral","20","Facultad de Derecho","Curso 2023-24","20231110"
"3","Arqueología de Género en la Cultura Ibérica","2420042","","","","OPTATIVA","","","242","Grado en Arqueología por la Unv. de Granada, Unv. de Jaén y Unv.de Sevilla","4","Facultad de Geografía e Historia","",""
"1","Literatura y Otras Artes","52130034","","","","OPTATIVA","","","M213","Doble M.U.en Profesorado de E.S.O. y Bachillerato, FP y EI y en Est.Lingüís","16","Facultad de Filología","",""
"2","Investigación Publicitaria","2110018","SI","SI","","OBLIGATORIA","","","211","Grado en Publicidad y Relaciones Públicas","2","Facultad de Comunicación","Curso 2022-23","20220926"
"4","Medios de Comunicación y Sociedad del Conocimiento","2430064","SI","SI","","OPTATIVA","","","243","Doble Grado en Periodismo y Comunicación Audiovisual (2016)","2","Facultad de Comunicación","",""
"5","Derecho Financiero y Tributario","2200054","SI","SI","","OBLIGATORIA","","","220","Doble Grado en Finanzas y Contabilidad y Relac. Laborales y Recurs. Humanos","8","Facultad de Ciencias del Trabajo","Curso 2023-24","20240119"
"1","Investigación en Didáctica de la Lengua y Literatura","52060012","","","","OPTATIVA","","","M206","M.U. en Investigación e Innovación Educativa en las Áreas del Currículo","18","Facultad de Ciencias de la Educación","",""
"4","Creación de Empresas","1560033","SI","SI","","OBLIGATORIA","","","156","Grado en Economía","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240223"
"1","Proyectos 2","2330009","SI","NO","","OBLIGATORIA","","","233","Grado en Fundamentos de Arquitectura","15","E.T.S. de Arquitectura","Curso 2021-22","20211201"
"5","Arquitectura y Sostenibilidad","2330060","SI","SI","","OPTATIVA","","","233","Grado en Fundamentos de Arquitectura","15","E.T.S. de Arquitectura","Curso 2023-24","20240313"
"1","Evaluación Medioambiental de Edificios en Fase de Diseño: Herramientas LCA/BIM. Tipologías de Mínimo","52080006","","","","OPTATIVA","","","M208","M.U. en Innovación en Arquitectura: Tecnología y Diseño (2022)","15","E.T.S. de Arquitectura","",""
"1","Avances en el Abordaje Fisioterapéutico del Dolor Neuropático","52140006","","","","OPTATIVA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"4","Literatura Italiana desde el Renacimiento hasta la Ilustración","1810067","NO","NO","","OPTATIVA","","","181","Grado en Estudios Árabes e Islámicos","16","Facultad de Filología","N",""
"4","Manifestaciones Artísticas Italianas","1810070","NO","NO","","OPTATIVA","","","181","Grado en Estudios Árabes e Islámicos","16","Facultad de Filología","N",""
"3","Configuración, Implementación y Mantenimiento de Sistemas Informáticos","2060018","SI","SI","","OPTATIVA","","","206","Grado en Ingeniería Informática-Tecnologías Informáticas","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"4","Flora y Vegetación Mediterráneas","1530032","SI","SI","","OPTATIVA","","","153","Grado en Biología","5","Facultad de Biología","Curso 2023-24","20240528"
"4","Biología Celular del Desarrollo","1530026","SI","NO","","OPTATIVA","","","153","Grado en Biología","5","Facultad de Biología","Curso 2023-24","20240528"
"1","Expresión Gráfica y Cartografía","1980004","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","198","Grado en Ingeniería Agrícola","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231218"
"4","Morfología y Sintaxis de la Lengua Francesa","1820052","SI","SI","","OBLIGATORIA","","","182","Grado en Estudios Franceses","16","Facultad de Filología","Curso 2012-13","N"
"2","Física I","2470014","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20200211"
"1","Teoría de Modelos","50950017","SI","SI","","OPTATIVA","","","M095","Máster Universitario en Lógica, Computación e Inteligencia Artificial","3","E.T.S. Ingeniería Informática","Curso 2021-22",""
"2","Enfermería en la Salud Reproductiva","1570014","SI","SI","","OBLIGATORIA","","","157","Grado en Enfermería","11","Facultad de Enfermería, Fisioterapia y Podología","Curso 2021-22","20211215"
"1","Intervención Familiar en Protección de Menores","51050007","SI","NO","","OPTATIVA","","","M105","Máster Univ. en Psicología de la Intervención Social y Comunitaria","13","Facultad de Psicología","Curso 2021-22","20141114"
"1","Medicina y Sociedad","1720011","SI","SI","","OPTATIVA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"1","Anatomía Humana I","1720002","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"3","Organización del Centro Escolar","2350042","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","235","Doble Grado en Lengua y Literatura Alemanas y en Educación Primaria","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200421"
"3","Sistemas de Información Geográfica: Datos Vectoriales","1640033","SI","SI","","OBLIGATORIA","","","164","Grado en Geografía y Gestión del Territorio","4","Facultad de Geografía e Historia","Curso 2015-16","20160510"
"2","Metodología Arqueológica","1660018","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","166","Grado en Historia","4","Facultad de Geografía e Historia","Curso 2019-20","20200517"
"3","Electromagnetismo","2400019","SI","SI","","OBLIGATORIA","","","240","Doble Grado en Física y Matemáticas","6","Facultad de Física","Curso 2023-24","20240425"
"1","Comercio Electrónico","51740003","SI","SI","","OBLIGATORIA","","","M174","Máster Universitario en Estudios Avanzados en Dirección de Empresas (2017)","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240116"
"1","Estrategias de Marketing y Dirección Comercial","52150006","SI","SI","","OPTATIVA","","","M215","Máster Universitario en Marketing e Investigación Aplicada","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240130"
"4","Bioingeniería","2280075","SI","SI","","OPTATIVA","","","228","Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)","45","E.T.S. de Ingeniería","Curso 2023-24","20240208"
"4","Optimización","2010062","SI","SI","","OPTATIVA","","","201","Grado en Ingeniería Electrónica Industrial","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"2","Generación Eléctrica Renovable","51460061","NO","NO","","OPTATIVA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","N","N"
"","Innovación Docente e Iniciación a la Investigación Educativa en Tecnología y Procesos Industriales","50440018","SI","NO","","OBLIGATORIA","","","M044","Máster Univers. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"1","Sistemas de Energía Eléctrica","51460016","SI","SI","","OBLIGATORIA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","Curso 2023-24","20231010"
"4","Acondicionamiento y Conversión de Señales","2150036","SI","SI","","OBLIGATORIA","","","215","Doble Grado en Ingeniería Eléctrica e Ingeniería Electrónica Industrial","23","Escuela Politécnica Superior","Curso 2014-15","20141211"
"1","La Lengua como Vehículo Cultural, Ideológico y Económico","51370008","NO","NO","","OPTATIVA","","","M137","Máster Universitario en Estudios Lingüísticos, Literarios y Culturales","16","Facultad de Filología","N","N"
"4","Modelos Dinámicos Económicos","1560045","SI","SI","","OPTATIVA","","","156","Grado en Economía","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240226"
"4","Diseño de Juegos y Ludonarrativa","2430105","NO","NO","","OPTATIVA","","","243","Doble Grado en Periodismo y Comunicación Audiovisual (2016)","2","Facultad de Comunicación","Curso 2019-20","20200421"
"5","Arquitectura de las Américas","2330058","SI","SI","","OPTATIVA","","","233","Grado en Fundamentos de Arquitectura","15","E.T.S. de Arquitectura","Curso 2019-20","20191216"
"1","Literatura Española del Siglo XVI","1590012","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","159","Grado en Filología Hispánica","16","Facultad de Filología","Curso 2019-20","20200508"
"4","Dialectos Magrebíes (Nivel II)","1810047","SI","NO","","OPTATIVA","","","181","Grado en Estudios Árabes e Islámicos","16","Facultad de Filología","Curso 2016-17","20161117"
"4","Optimización de Sistemas","2050041","SI","SI","","OPTATIVA","","","205","Grado en Ingeniería Informática-Ingeniería del Software","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"1","Estomatología y Patología Sistémica Avanzada","51680002","SI","SI","","OBLIGATORIA","","","M168","Máster Universitario en Odontología Médico-Quirúrgica e Integral","10","Facultad de Odontología","Curso 2021-22","20211215"
"3","Formación Asesoramiento y Desarrollo Profesional","1740025","SI","NO","","OBLIGATORIA","","","174","Grado en Pedagogía","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"2","Derecho Constitucional III","2500017","SI","SI","","OBLIGATORIA","","","250","Doble Grado en Derecho y en Filosofía","20","Facultad de Derecho","Curso 2023-24","20231024"
"4","Estrategias Innovadoras de Enseñanza","1940036","SI","SI","","OPTATIVA","","","194","Grado en Educación Infantil","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"3","Trastornos en el Desarrollo","1760030","SI","SI","","OBLIGATORIA","","","176","Grado en Psicología","13","Facultad de Psicología","Curso 2021-22","20211004"
"4","Acondicionamiento Físico en la Escuela","1950027","SI","SI","","OPTATIVA","","","195","Grado en Educación Primaria","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200421"
"1","Física General 1","1620042","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","162","Grado en Física","6","Facultad de Física","Curso 2023-24","20240425"
"3","Cirugía Bucal","1730022","SI","SI","","OBLIGATORIA","","","173","Grado en Odontología","10","Facultad de Odontología","Curso 2021-22","20211215"
"3","Expresión Oral y Escrita II","1850046","SI","NO","","OPTATIVA","","","185","Grado en Lengua y Literatura Alemanas","16","Facultad de Filología","Curso 2012-13","N"
"3","Planeamiento Urbano","1640031","SI","SI","","OBLIGATORIA","","","164","Grado en Geografía y Gestión del Territorio","4","Facultad de Geografía e Historia","Curso 2012-13","N"
"4","Genética Médica","1720032","SI","SI","","OBLIGATORIA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"4","Obras Hidráulicas","2250049","SI","SI","","OPTATIVA","","","225","Grado en Ingeniería Civil","45","E.T.S. de Ingeniería","Curso 2023-24","20240105"
"4","Métodos Numéricos en la Ingeniería","2070059","SI","SI","","OPTATIVA","","","207","Grado en Ingeniería Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231004"
"2","Refino y Petroquímica","51460102","SI","SI","","OPTATIVA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","Curso 2023-24","20231102"
"1","Sistemas Electrónicos para Aplicaciones Aeroespaciales","51600015","SI","SI","","OPTATIVA","","","M160","Máster Universitario en Ingeniería Electrónica, Robótica y Automática","45","E.T.S. de Ingeniería","Curso 2023-24","20231027"
"1","Biorrefinerías","51810002","SI","SI","","OPTATIVA","","","M181","Máster Universitario en Ingeniería Química","45","E.T.S. de Ingeniería","Curso 2022-23","20221216"
"3","Comunicaciones Digitales","1990022","SI","NO","","OBLIGATORIA","","","199","Grado en Ingeniería de las Tecnologías de Telecomunicación","45","E.T.S. de Ingeniería","Curso 2023-24","20231018"
"1","Etiquetado y Publicidad de Alimentos","52180011","","","","OPTATIVA","","","M218","Máster Universitario en Especialización Profesional en Farmacia (2023)","19","Facultad de Farmacia","",""
"4","Derecho Civil IV","1550029","SI","SI","","OBLIGATORIA","","","155","Grado en Derecho","20","Facultad de Derecho","Curso 2023-24","20231026"
"2","Sistemas Electrónicos para Smart Grids","51940047","SI","SI","","OPTATIVA","","","M194","Doble M.U.en Ingeniería Industrial e Ing.Electrónica, Robótica y Automática","45","E.T.S. de Ingeniería","Curso 2023-24","20231027"
"1","Práctica Procesal Laboral","51290023","SI","SI","","OBLIGATORIA","","","M129","Doble M.U.en Abogacía y Asesoría Jurídico-Mercantil, Fiscal y Laboral","20","Facultad de Derecho","Curso 2023-24","20231110"
"2","Despliegue de aplicaciones en la nube","52040019","SI","SI","","OPTATIVA","","","M204","Máster Universitario en Ingeniería de Telecomunicación (Plan 2021)","45","E.T.S. de Ingeniería","Curso 2023-24","20231214"
"2","Inglés I para Turismo","1790019","SI","NO","","OBLIGATORIA","","","179","Grado en Turismo","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"2","Estadística I","2200022","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","220","Doble Grado en Finanzas y Contabilidad y Relac. Laborales y Recurs. Humanos","7","Facultad de Turismo y Finanzas","Curso 2023-24","20240304"
"4","Diseño de Negocio Electrónico","1510038","SI","SI","","OPTATIVA","","","151","Grado en Administración y Dirección de Empresas","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240422"
"2","Paleografía","2570026","","","","TRONCAL / FORMACIÓN BÁSICA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"4","Inglés para Empresas Turísticas","2600044","","","","OPTATIVA","","","260","Grado en Turismo (2024)","7","Facultad de Turismo y Finanzas","",""
"1","Ética y Responsabilidad Social en la Comunicación Institucional y Politica","52110006","","","","OBLIGATORIA","","","M211","Máster Universitario en Comunicación Institucional y Política (2023)","2","Facultad de Comunicación","",""
"1","Topología Algebraica","51620017","SI","SI","","OPTATIVA","","","M162","Máster Universitario en Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20200211"
"1","Técnicas de Investigación Social","51910026","SI","NO","","OBLIGATORIA","","","M191","Doble M.U. en Ciencias del Trabajo y en Gestión y Desarrollo de los RRHH","8","Facultad de Ciencias del Trabajo","Curso 2023-24","20240130"
"1","Derecho Constitucional II","2500016","SI","SI","","OBLIGATORIA","","","250","Doble Grado en Derecho y en Filosofía","20","Facultad de Derecho","Curso 2023-24","20231009"
"1","Idioma Moderno I (Árabe)","1830004","NO","NO","","TRONCAL / FORMACIÓN BÁSICA","","","183","Grado en Estudios Ingleses","16","Facultad de Filología","Curso 2012-13","N"
"2","Análisis y Diseño de Datos y Algoritmos","2470010","SI","SI","","OBLIGATORIA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","3","E.T.S. Ingeniería Informática","Curso 2022-23","20200211"
"1","Diseño y Análisis de Datos en Psicología I","1760001","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","176","Grado en Psicología","13","Facultad de Psicología","Curso 2021-22","20211004"
"5","Expresión Corporal (EF)","2510053","","","","OPTATIVA","","","251","Doble Grado en Educación Infantil y Educación Primaria","18","Facultad de Ciencias de la Educación","",""
"3","Curso Monográfico de Literatura Italiana Moderna y Contemporánea","1850061","NO","NO","","OPTATIVA","","","185","Grado en Lengua y Literatura Alemanas","16","Facultad de Filología","N","N"
"2","Bases de la Iniciación Deportiva","2550019","","","","OBLIGATORIA","","","255","Doble Grado en Fisioterapia y Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","",""
"3","Nutrición y Bromatología","2230025","SI","SI","","OPTATIVA","","","223","Grado en Óptica y Optometría","19","Facultad de Farmacia","Curso 2023-24","20240219"
"1","Comisariado y Gestión de Exposiciones Temporales","52160003","SI","SI","","OPTATIVA","","","M216","Máster Universitario en Conservación de Bienes Culturales (US-UHU)","21","Facultad de Bellas Artes","Curso 2023-24","20231027"
"4","Tratamiento de Aguas","2000063","SI","SI","","OPTATIVA","","","200","Grado en Ingeniería Eléctrica","23","Escuela Politécnica Superior","Curso 2023-24","20231003"
"3","Deontología y Legislación Profesional y Gestión","2230031","SI","SI","","OBLIGATORIA","","","223","Grado en Óptica y Optometría","19","Facultad de Farmacia","Curso 2022-23","20230316"
"1","Envejecimiento y Neurodegeneración","50830007","NO","NO","","OPTATIVA","","","M083","Máster Universitario en Fisiología y Neurociencia","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"1","Red Eléctrica Inteligente (Smart Grid)","51490005","SI","SI","","OBLIGATORIA","","","M149","M.U. en Sistemas Inteligentes en Energía y Transporte (US y UMA)","302","Escuela Internacional de Posgrado","Curso 2023-24","20231006"
"4","Microelectrónica","2030140","SI","SI","","OPTATIVA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2023-24","20240126"
"2","Gestión Ambiental en la Industria","51930039","SI","SI","","OBLIGATORIA","","","M193","Doble M.U. en Ingeniería Industrial y en Ingeniería Ambiental","45","E.T.S. de Ingeniería","Curso 2023-24","20240214"
"4","Instalaciones Térmicas en la Edificación","2030088","NO","NO","","OPTATIVA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2020-21","20201117"
"1","Física II","2080008","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","208","Grado en Ingeniería Química","45","E.T.S. de Ingeniería","Curso 2023-24","20240110"
"1","Derecho de Garantías Personales y Reales","51400004","SI","NO","","OPTATIVA","","","M140","Doble Máster Universitario en Abogacía y Relaciones Jurídico-Privadas","20","Facultad de Derecho","Curso 2023-24","20231110"
"1","Física I","2210001","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","221","Grado en Ingeniería de la Energía por la Un. de Sevilla y la Un. de Málaga","45","E.T.S. de Ingeniería","Curso 2023-24","20231113"
"3","Inglés II para Turismo","2600029","","","","OBLIGATORIA","","","260","Grado en Turismo (2024)","7","Facultad de Turismo y Finanzas","",""
"3","Fundamentos de la Gimnasia y su Enseñanza","2450055","NO","NO","","OBLIGATORIA","","","245","Doble Grado en Fisioterapia y Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","Curso 2021-22","20211215"
"4","Ecuaciones en Derivadas Parciales","2410049","SI","SI","","OPTATIVA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20211118"
"1","Revisiones Sistemáticas y Validación de Cuestionarios","52140034","","","","OPTATIVA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"5","Filosofía Política Contemporánea","2500065","","","","OBLIGATORIA","","","250","Doble Grado en Derecho y en Filosofía","12","Facultad de Filosofía","",""
"1","El Legado Histórico de la Antigüedad en el Mundo Moderno","51150002","SI","SI","","OBLIGATORIA","","","M115","Máster Universitario en Filosofía y Cultura Moderna","12","Facultad de Filosofía","Curso 2021-22","20201005"
"1","Idioma Moderno I (Árabe)","1840002","SI","NO","","TRONCAL / FORMACIÓN BÁSICA","","","184","Grado en Filología Clásica","16","Facultad de Filología","Curso 2012-13","N"
"3","Física Estadística","1620018","SI","SI","","OBLIGATORIA","","","162","Grado en Física","6","Facultad de Física","Curso 2023-24","20240425"
"3","Estadística II","1610023","SI","SI","","OBLIGATORIA","","","161","Grado en Finanzas y Contabilidad","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"2","Afecciones Médicas II","2550017","","","","TRONCAL / FORMACIÓN BÁSICA","","","255","Doble Grado en Fisioterapia y Ciencias de la Actividad Física y del Deporte","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"3","Control de Máquinas y Accionamientos Eléctricos I","2000026","SI","NO","","OBLIGATORIA","","","200","Grado en Ingeniería Eléctrica","23","Escuela Politécnica Superior","Curso 2022-23","20221027"
"1","Cálculo Diferencial e Integral","2560002","","","","TRONCAL / FORMACIÓN BÁSICA","","","256","Grado en Ingeniería de Tecnologías Industriales (2024)","45","E.T.S. de Ingeniería","",""
"1","Complementos de Transporte Aéreo","51430006","SI","SI","","OPTATIVA","","","M143","Máster Universitario en Ingeniería Aeronáutica","45","E.T.S. de Ingeniería","Curso 2023-24","20231207"
"3","Tecnología de Fabricación Mecánica","2070030","SI","SI","","OBLIGATORIA","","","207","Grado en Ingeniería Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231004"
"1","Matemáticas II","1990005","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","199","Grado en Ingeniería de las Tecnologías de Telecomunicación","45","E.T.S. de Ingeniería","Curso 2023-24","20231017"
"6","Consulta de Optometría. Casos Clínicos Especiales","2490059","","","","OBLIGATORIA","","","249","Doble Grado en Farmacia y en Óptica y Optometría (2019)","19","Facultad de Farmacia","",""
"4","Representación Fotorrealista y Animación de Productos por Ordenador","2140048","SI","SI","","OBLIGATORIA","","","214","Doble Grado en Ing.en Diseño Ind.y Desarrollo del Producto e Ing. Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231011"
"4","Procesado Digital de Señales","2150042","SI","NO","","OBLIGATORIA","","","215","Doble Grado en Ingeniería Eléctrica e Ingeniería Electrónica Industrial","23","Escuela Politécnica Superior","Curso 2014-15","20141211"
"2","Termodinámica","2030021","SI","SI","","OBLIGATORIA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2023-24","20231128"
"1","Expresión Gráfica","2210008","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","221","Grado en Ingeniería de la Energía por la Un. de Sevilla y la Un. de Málaga","45","E.T.S. de Ingeniería","Curso 2021-22","20220128"
"3","Historia de la Comunicación","2110032","SI","NO","","OPTATIVA","","","211","Grado en Publicidad y Relaciones Públicas","2","Facultad de Comunicación","Curso 2022-23","20220926"
"1","Geografía Rural y Urbana","2570007","","","","OBLIGATORIA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"1","Inmunovirología del VIH","51270008","SI","SI","","OPTATIVA","","","M127","Máster Unv. en Investigación Médica: Clínica y Experimental","14","Facultad de Medicina","Curso 2021-22","20211215"
"3","Actividades Económicas y Desarrollo Territorial","2570045","","","","OPTATIVA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"5","Diseño de Experimentos","2410047","SI","SI","","OBLIGATORIA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20200212"
"2","Japonés IV","2190027","SI","NO","","OPTATIVA","","","219","Grado en Estudios de Asia Oriental por la Unv.de Sevilla y la Unv.de Málaga","12","Facultad de Filosofía","Curso 2021-22","20200422"
"3","Inmunología","1530021","SI","SI","","OPTATIVA","","","153","Grado en Biología","5","Facultad de Biología","Curso 2023-24","20240528"
"3","Bioquímica y Microbiología Industrial","2240026","SI","SI","","OPTATIVA","","","224","Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga","5","Facultad de Biología","Curso 2023-24","20240528"
"2","Flora y Vegetación (GCAM)","2460007","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","246","Doble Grado en Ingeniería Agrícola (US) y Grado Ciencias Ambientales (UPO)","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231213"
"4","Historia de la Filosofía de los Siglos XVI-XVII","2530041","","","","OPTATIVA","","","253","Grado en Filosofía (2022)","12","Facultad de Filosofía","",""
"3","Corrientes Actuales de la Filosofía","2530021","","","","OBLIGATORIA","","","253","Grado en Filosofía (2022)","12","Facultad de Filosofía","",""
"3","Ontología","2530029","","","","OPTATIVA","","","253","Grado en Filosofía (2022)","12","Facultad de Filosofía","",""
"2","Desarrollo del Pensamiento Matemático Infantil","1940015","SI","SI","","OBLIGATORIA","","","194","Grado en Educación Infantil","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200421"
"1","Fundamentos Metodológicos en Psicología","1760004","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","176","Grado en Psicología","13","Facultad de Psicología","Curso 2021-22","20211004"
"4","Patología y Terapéutica Dental III","1730030","SI","SI","","OBLIGATORIA","","","173","Grado en Odontología","10","Facultad de Odontología","Curso 2021-22","20211215"
"4","Historia de la Lengua Latina","1840044","","","","OPTATIVA","","","184","Grado en Filología Clásica","16","Facultad de Filología","",""
"2","Fundamentos de Geografía","1950014","SI","SI","","OBLIGATORIA","","","195","Grado en Educación Primaria","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"1","Iconografía","1670008","SI","NO","","OBLIGATORIA","","","167","Grado en Historia del Arte","4","Facultad de Geografía e Historia","Curso 2012-13","N"
"1","Investigación en Actividad Físico - Deportiva como Hábito y Calidad de Vida en las Personas Adultas ","50490012","NO","NO","","OPTATIVA","","","M049","Máster Univers. en Actividad Física y Calidad de Vida de Personas Adul","18","Facultad de Ciencias de la Educación","Curso 2019-20","20200420"
"1","Dirigir Personas y Grupos en las Instituciones de Formación","50640009","SI","SI","","OPTATIVA","","","M064","Máster Unv. en Dirección, Evaluación y Calidad de las Instituc. de For","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"4","Derecho Financiero y Tributario I","2340045","SI","NO","","OBLIGATORIA","","","234","Doble Grado en Derecho y en Economía","20","Facultad de Derecho","Curso 2023-24","20231108"
"2","Teoría e Historia de la Conservación y la Restauración","1930020","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","193","Grado en Conservación y Restauración de Bienes Culturales","21","Facultad de Bellas Artes","Curso 2023-24","20231031"
"2","Fundamentos de Computadores","2280012","SI","SI","","OBLIGATORIA","","","228","Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)","45","E.T.S. de Ingeniería","Curso 2023-24","20240119"
"3","Electrónica de Potencia","2010028","SI","SI","","OBLIGATORIA","","","201","Grado en Ingeniería Electrónica Industrial","23","Escuela Politécnica Superior","Curso 2022-23","20221025"
"1","Química General","2070005","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","207","Grado en Ingeniería Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231003"
"1","Historia de la Danza","50370018","NO","NO","","OPTATIVA","","","M037","Máster Universitario en Artes del Espectáculo Vivo","302","Escuela Internacional de Posgrado","N",""
"1","Técnicas de Higiene Industrial","52230019","","","","OBLIGATORIA","","","M223","Máster Universitario en Prevención de Riesgos Laborales en Construcción","98","E.T.S. de Ingeniería de Edificación","",""
"1","Programación de la Generación y Mercados de Energía Eléctrica","51640011","SI","SI","","OBLIGATORIA","","","M164","Máster Universitario en Sistemas de Energía Eléctrica","45","E.T.S. de Ingeniería","Curso 2022-23","20221213"
"3","Diseño Asistido por Ordenador","2140030","SI","SI","","OBLIGATORIA","","","214","Doble Grado en Ing.en Diseño Ind.y Desarrollo del Producto e Ing. Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231011"
"4","Derecho Financiero y Tributario I","1870042","SI","SI","","OBLIGATORIA","","","187","Doble Grado en Derecho y Gestión y Administración Pública","20","Facultad de Derecho","Curso 2012-13","N"
"3","Gestión de los Recursos Humanos en el Sector Turístico","1790028","SI","SI","","OBLIGATORIA","","","179","Grado en Turismo","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"1","Introducción a las Finanzas","1790006","SI","SI","","OBLIGATORIA","","","179","Grado en Turismo","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"4","Tendencias Literarias en la Cultura Contemporánea","2110049","SI","SI","","OPTATIVA","","","211","Grado en Publicidad y Relaciones Públicas","2","Facultad de Comunicación","Curso 2022-23","20220926"
"1","Tendencias Historiográficas I (Prehistoria, Historia Antigua e Historia Medieval)","2570013","","","","OBLIGATORIA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
